Description	Resource	Path	Location	Type
(MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	GPIO.c	/Mega_Project/MCAL/GPIO	line 264	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPIO.c	/Mega_Project/MCAL/GPIO	line 265	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPIO.c	/Mega_Project/MCAL/GPIO	line 265	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	GPIO.c	/Mega_Project/MCAL/GPIO	line 265	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPIO.c	/Mega_Project/MCAL/GPIO	line 311	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPIO.c	/Mega_Project/MCAL/GPIO	line 269	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPIO.c	/Mega_Project/MCAL/GPIO	line 269	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	GPIO.c	/Mega_Project/MCAL/GPIO	line 269	C/C++ Problem
(MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	GPIO.c	/Mega_Project/MCAL/GPIO	line 269	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPIO.c	/Mega_Project/MCAL/GPIO	line 270	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPIO.c	/Mega_Project/MCAL/GPIO	line 270	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	GPIO.c	/Mega_Project/MCAL/GPIO	line 270	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPIO.c	/Mega_Project/MCAL/GPIO	line 289	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPIO.c	/Mega_Project/MCAL/GPIO	line 274	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPIO.c	/Mega_Project/MCAL/GPIO	line 274	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 61	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 61	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 61	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 65	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 65	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 65	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 67	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 67	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 69	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 69	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 69	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 70	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 70	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 70	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 74	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 74	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 74	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 77	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 77	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 77	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 81	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 85	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 85	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 85	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 92	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 92	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 92	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	GPTM.c	/Mega_Project/MCAL/GPTM	line 93	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 93	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 93	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 93	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 95	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 95	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 95	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 97	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 97	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 99	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 99	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 99	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 100	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 100	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 100	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 104	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 104	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 104	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 107	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 107	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 107	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 111	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 113	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 113	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 113	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 115	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 115	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 115	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 122	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 122	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 122	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 126	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 126	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 126	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 128	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 128	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 130	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 130	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 130	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 131	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 131	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 131	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 135	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 135	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 135	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 138	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 138	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 138	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 142	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 146	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 146	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 146	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 153	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 153	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 153	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	GPTM.c	/Mega_Project/MCAL/GPTM	line 154	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 154	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 154	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 154	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 156	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 156	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 156	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 158	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 158	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 160	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 160	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 160	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 161	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 161	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 161	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 165	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 165	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 165	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 168	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 168	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 168	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 172	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 174	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 174	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 174	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 176	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 176	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 176	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 184	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 184	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 184	C/C++ Problem
(MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	GPTM.c	/Mega_Project/MCAL/GPTM	line 187	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 187	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 187	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 187	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 189	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 189	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 189	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 191	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 191	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 193	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 193	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 193	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 196	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 196	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 196	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 199	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 199	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 199	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 205	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 205	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 205	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	GPTM.c	/Mega_Project/MCAL/GPTM	line 205	C/C++ Problem
(MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	GPTM.c	/Mega_Project/MCAL/GPTM	line 205	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 208	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 211	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 211	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 211	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 213	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 213	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	GPTM.c	/Mega_Project/MCAL/GPTM	line 213	C/C++ Problem
(MISRA-C:2004 15.2/R) An unconditional break statement shall terminate every non-empty switch clause	GPTM.c	/Mega_Project/MCAL/GPTM	line 57	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	GPTM.c	/Mega_Project/MCAL/GPTM	line 227	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	GPTM.c	/Mega_Project/MCAL/GPTM	line 227	C/C++ Problem
